_id,text,date,label,predicted_xeno,xeno_probas,xeno_proba,a_code
1321795787140046848,Primera clase de sociología y la profesora ya está diciendo lo privilegiadas que son las mujeres migrantes lesbianas y lo muy oprimidos que están los trans. No sé cómo voy a aguantar el adoctrinamiento queer en la universidad y el callarme para que no me suspendan.,2021-10-06,0,0,[9.99103479e-01 8.96520871e-04],0.999103479129294,
1229547670055899136,@usuario @usuario @usuario @usuario @usuario Según tu hilo el único problema que Carmina denuncia es que se acepten migrantes en un país y estos sean violadores. Guatemala tiene un problema de migración similar? Qué hay de TODOS los demás factores de un país? Suecia no es solo migración y violaciones.,2021-10-16,0,1,[0.41836541 0.58163459],0.5816345860774517,
1351473515426443264,@usuario Hombre por fin dices algo contra la inmigración ilegal!! ya era hora!! ahora si te voy a votar!!  emoji pulgar hacia arriba emoji,2021-09-06,1,1,[0.00194297 0.99805703],0.9980570299164452,
1264227979330273280,@usuario Si es verdad lo que dice la ONU sobre las pruebas del coronavirus. La verdad era que venezuela tenía más de un año de cuarentena y con la llegada de inmigrantes llegó el virus.,2021-08-24,1,1,[0.3510778 0.6489222],0.6489221950597678,
1265471602734567424,@usuario Ya quiero ver que entreguen CFDI y paguen sus impuestos. Y la que se ponga al brinco pues simplemente no se le contrata y se le sustituye por una centroamericana que cobrará menos y obviamente no se quejará ya que su situación migratoria es irregular.  Tal cual como en EUA jaja,2021-07-09,1,0,[0.77772981 0.22227019],0.7777298086261937,
1358936390747226112,"@usuario @usuario A los inmigrantes ilegales Hay que recluirles en campos de refugiados que sean íntegramente financiados por la ONU, hasta que regularicen su situación  legal",2021-08-07,1,1,[0.00894111 0.99105889],0.991058891513212,CHL
1162769742337363968,"La delincuencia ya era un problema serio en Ec. pero con el ingreso de extranjeros entre ellos también se filtran algunos delincuentes, la mayoría son buenos, pero unos cuantos vinieron a agravar la crisis delincuencial, ahora se vuelve más inmanejable la situación.",2021-06-19,0,1,[0.02211732 0.97788268],0.9778826841359864,
1377418193770217472,@usuario  emoji tarta de cumpleaños emoji ¡Feliz cumpleaños inmigrante hijo de puta! emoji tarta de cumpleaños emoji,2021-08-26,1,1,[0.00458181 0.99541819],0.9954181938148102,ARG
1138266265020067840,"También ofreció darles casa, comida, trabajo y asistencia médica por tiempo indefinido a los migrantes cuando millones de mexicanos no tienen ni tendrán esa oportunidad. hashtag mexico prioridad nacional",2021-08-28,1,1,[0.11314319 0.88685681],0.8868568147699619,
1170905965576773632,@usuario Pero veneco viene de cuando los colombianos emigraban a Venezuela y sus propios paisanos les decían así?,2021-09-01,0,0,[0.99445322 0.00554678],0.994453216569392,
1350289720174108672,"@usuario Cuarentena total y cierre de fronteras ahora para Chile, lo único que están haciendo es mover el virus a otras regiones con los permisos de vacaciones @usuario",2021-07-01,0,0,[0.98953768 0.01046232],0.98953768181877,CHL
1096436069367570432,"Frontera, muro, drogas, delincuencia, hashtag tremendous hashtag todo es culpa de méxico  url",2021-10-04,0,0,[0.99496276 0.00503724],0.994962764540814,MEX
1309984440517562368,"Que está ocurriendo con mi Chile, en el Norte? Que son esos buses nocturno llenos de Venezolanos, y los dejan en colegios? De nuevo el tráfico como los haitianos? Que mierda pasa??",2021-09-07,0,1,[6.26206873e-04 9.99373793e-01],0.999373793127416,
1376705762764939264,"@usuario @usuario @usuario En otro país agarran a alguien con cocaína y si es colombiano dicen colombiano con coca y si este delincuente, porque lo tiene que ser, ataca la autoridad y es venezolano es venezolano atacando la autoridad y no es xenofobia",2021-08-31,1,1,[0.03602033 0.96397967],0.963979674304126,
1281181032209944576,"@usuario El mayor  porcentaje de contagiados vienen de Colombia, además q muchos han sido contagiados con premeditación para afectar a la población venezolana. Para mi,  esos vecinos son un virus",2021-07-04,1,1,[0.4090793 0.5909207],0.5909207032259518,
1113271056679227392,"Ya a los Venecos les ponen presidente..desde afuera.. Colombia: @usuario. USA: Donal, en Suramérica Los golpistas ..o es que les faltan agallas.. ??",2021-10-12,1,1,[0.00889888 0.99110112],0.991101115445979,COL
1390684601551659008,"Molesto en línea con la gente que quiere usar mi fábrica para convertir a los ciclistas en hamburguesas para dar la bienvenida a los &quot;refugiados&quot;, chúpame la polla.",2021-09-05,1,1,[0.00870274 0.99129726],0.9912972646836452,
1242690105070030848,@usuario Hay q cerrar toda frontera con Brasil y mandar soldados. Se van a querer meter acá cuando empiecen a morir.,2021-07-08,1,1,[0.01156719 0.98843281],0.9884328094576582,ARG
1369812210806046720,@usuario @usuario @usuario @usuario Y porque ocultar que el fenómeno de la migración está afectando todo en Colombia? Para que tapar el sol con un dedo?  Más allá de una bomba de tiempo social es una realidad,2021-09-03,1,0,[0.86283677 0.13716323],0.8628367717796113,COL
1340825970475995136,Basta de acciones inútiles! ¡CIERRE DE FRONTERAS AÉREAS AHORA! Cierre de viajes a zonas y desde regiones con altos contagios! PAREMOS EL CONTAGIO AHORA!,2021-09-07,0,0,[0.99632973 0.00367027],0.9963297270363092,CHL
1306768854350266368,"Y personalmente, disculpen a los venezolanos que me sigan, pero he escuchado tantas cosas nefastas de sus compatriotas en Chile que me es imposible ponerme de su lado. Alguna vez escuché un ""Gracias a Pinochet que no acabaron como Venezuela"" de uno de ellos.",2021-07-07,1,0,[0.96885218 0.03114782],0.9688521801357796,CHL
1120006518072594432,"El abortista @usuario debe obligar a Migrantes-Refugiados abortar=asesinar a sus  url cobarde?solo se ensaña con adolescentes mexicanas.Rinda cuentas línea 12 del metro,porque no aborta a sus hijos,porque firma tratados adversos a México,etc. @usuario",2021-10-26,0,0,[0.56514281 0.43485719],0.565142814121624,
1249006986361999360,"@usuario Deben cerrar las fronteras, que no regresen más al País, hasta q se controle.  Deben disponer q los mercados y centros comerciales habrán sólo 2 veces x semana, sino la gente seguirá todos los días: van por pan caliente, carne fresca, tocino para sus antojos, etc. Gente plaga!",2021-08-23,0,0,[0.91830062 0.08169938],0.9183006214825514,
1162761712329723904,"@usuario Durante el recorrido de hoy, en la ruta del MIO, en 30 ministerio se subieron aprox. 15 vendedores,  varios migrantes y cantantes. Con todo respeto, se debe regular todo esto, ya que el alcalde actual no se absolutamente nada.",2021-07-21,1,0,[0.9984946 0.0015054],0.9984946002043276,COL
1087783343884783616,"@usuario En casa recibimos Peruanos  en los días oscuros que vivió Perú, también vinieron chilenos y nunca ví nada ni remotamente parecido a lo que le hacen a los Venezolanos en otro sobre todo ahora en Ecuador. Hoy todo es confuso y creo que le dedicamos mucha atención a grupos dañinos.",2021-07-17,0,1,[0.38553958 0.61446042],0.6144604213484893,VEN
1115843907370328064,"@usuario @usuario Jjaja No Hidalguense, aquí seguiremos defendiendo nuestro País y si las fronteras están abierta pero para vacacionar, conocer otras culturas, comparar sistemas pero Mexico es de los Mexicanos no del Sr. López  url",2021-10-23,1,0,[0.57035832 0.42964168],0.5703583239460271,MEX
1359561110698008576,"@usuario @usuario @usuario Solo extraditaron gente que tiene antecedentes penales, otros que hayan cometido delitos en Chile y otros problemas legales. Colombianos, Venezolanos, entre otros.",2021-08-24,0,0,[0.99424936 0.00575064],0.9942493582556452,CHL
1368197358408843264,@usuario Apúrense a cerrar las fronteras con Brasil y no dejar pasar personas que provengan de dicho país !! La nueva cepa está haciendo estragos !!,2021-08-03,0,1,[0.114025 0.885975],0.8859750023574587,
1322093934517096448,"@usuario Hay un 1%, que jode la imagen de todos los Venezolanos que trabajan y son gente honorable, pues a ese pequeño grupo es al que hay que expulsar y eso no es xenofobia, ella no dice a todos, dejen de criticar todo y no dejar hacer nada.",2021-08-07,0,0,[0.99205265 0.00794735],0.9920526502741164,
1270944019384803328,Como nica viviendo en CR me siento apenado con la segunda ola pandémica que la migración ilegal e irresponsable ha ocasionado. Me gustaría creer que es para recibir atención médica pero apuesto más a que ni siquiera saben que portan el virus.,2021-08-24,0,1,[0.01579491 0.98420509],0.9842050942194598,CRI
1357086304283066368,"@usuario @usuario Es q ya es mucho en todos lados no solo en el norte, están esperando que la gente se aburra y se comience a defender, ya que la ley de migración acá es un chiste",2021-08-25,1,1,[0.13816634 0.86183366],0.8618336595929125,CHL
1359591375348649984,@usuario Ya era hora!! .. No somos el único país de Sudamérica que debe recibir inmigrantes de los países vecinos.  url,2021-09-25,1,1,[8.65662949e-04 9.99134337e-01],0.9991343370507848,CHL
1250429830941687808,"@usuario No la chinguen, Jalisco frontera sur? Al rato vamos a estar llenos de mara Salvatruchas, Chairos y demás queriendo cruzar a Mexico de Norte America.",2021-09-08,1,1,[0.02496877 0.97503123],0.975031230515824,
1354513566666084352,"Al Chile plagado de migrantes,  emoji bandera chile emoji  cada vez más pobre, al  emoji bandera chile emoji  irresponsable, al  emoji bandera chile emoji  que los viejos Comunistas le han lavado el  emoji cerebro emoji  al futuro de  emoji bandera chile emoji  y DESTRUYERON hashtag todo lo que con esfuerzo nos costó hashtag reconstruir, de que nuevo  emoji bandera chile emoji  habla este comunista?  emoji cara con mascarilla médica emoji  emoji cara cabreada emoji  emoji cara cabreada emoji",2021-07-07,1,1,[0.00301568 0.99698432],0.9969843208932472,
1260309663561723904,"@usuario Todos los recursos que se gastan en inmigrantes hoy en día serviría para ir en beneficios de los propios chilenos, Primero los chilenos!!, luego ayudamos al extranjero",2021-09-04,1,1,[0.00153861 0.99846139],0.9984613911021234,
1146820512334696448,"@usuario @usuario @usuario No tengo nada contra lo migrantes que vienen aportar beneficios a mi país, pero lamentablemente por no tener mano dura estamos llenos de delincuentes y narcos y eso no se puede permitir",2021-08-04,1,1,[8.23618953e-04 9.99176381e-01],0.99917638104743,
1223781943353008128,"Parte de nuestras propuestas son y serán la DEPORTACIÓN de migrantes capturados en delitos flagrantes, y promover el hashtag porte legaly seguro de armas. La ciudadanía no puede seguir aterrorizada víctima de una creciente inseguridad. Queremos defender nuestros hogares y nuestra vida.  url",2021-08-04,1,0,[9.99383500e-01 6.16499573e-04],0.99938350042735,ECU
1087473623525408768,"Deploro xenofobia con los venezolanos en hashtag ecuador, delicuentes tienen q ser castigados, sin embargo cuando Maduro expulso a colombianos, porque le dio la gana, ninguna autoridad venezolana los defendio, fueron expulsados como los judios, con animales y enseres. Tenemos amnesia.",2021-09-04,0,1,[0.24127016 0.75872984],0.7587298397044163,VEN
1285227507516682240,@usuario Fernanda.. vos no te podrías acercar a ellos porque te dispararían..  Por tu color para ellos sos una espalda mojada inmigrante ilegal..  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  jamás te dejarían sentarse en su mesa..  No te da pena pasar papelones?,2021-09-08,1,1,[0.00312741 0.99687259],0.9968725858653148,ARG
1307038021410267136,"@usuario Gobierno debiera cerrar frontera y ya parar esa sitaucion, algun@usuario vienen a trabajar y luchar por sus familias pero muchos vienen a delinquir y putiar.",2021-09-02,1,1,[0.00475662 0.99524338],0.9952433804314794,
1344446228717838336,Este país terminará en comunismo total. Prepárense a recibir a los inmigrantes.,2021-09-01,1,1,[0.00158217 0.99841783],0.9984178293237588,
1153437834256244736,"@usuario Señor Noriega, chile tiene que solucionar los propios problemas antes de solucionarle los problemas a los inmigrantes. Y antes de exigir, primero deben cumplir ustedes con las normas de este país.",2021-07-28,1,1,[0.03062088 0.96937912],0.969379121269908,
1373678384115560448,"@usuario y se quejan que las mujeres tienen baja empleabilidad, como van a trabajar si no tienen donde dejar a los hijos. y le dan prioridad a los inmigrantes es real mi hermana trabaja en la Junji, la nueva ley le permitiría llevarlos a cualquier jardin pero se acaba el poder de la Junji",2021-08-25,1,1,[0.02608256 0.97391744],0.973917442138445,
1267885072075587584,"@usuario Eso no debe ser solo durante el hashtag covid19 , debe ser un principio fundamental de la salud pública en todo el planeta. Pero recuerde que Ud. misma priorizó inmigrantes haitianos x sobre sus propios compatriotas para acumular puntos. Yo al menos a Ud. y todos los suyos no les creo.",2021-10-18,1,0,[0.98227914 0.01772086],0.9822791354218936,CHL
1154064090240901120,"@usuario @usuario El control migratorio DEBE existir, el hecho de que Venezuela no lo haya impuesto para proteger su economía y prosperidad no implica que otros países no deban implementarlo, así como hubo inmigrantes buenos para el país, los hubo muy malos y se está repitiendo en otros países,",2021-09-02,1,1,[0.27440487 0.72559513],0.7255951257938994,VEN
1177824908270850048,"@usuario No es xenofobia, pero en el Perú hay 500mil peruanos sin empleo. La tasa de empleo informal es del 80%. Quien va a sufrir el despido con esta migración desordenada (dijitada por sabe quien). El tema no es ser hipócritas y decir q vengan, q vengan a que.. Somos un país pobre..",2021-06-18,1,1,[0.00452495 0.99547505],0.9954750534193644,PER
1326134837682581504,"@usuario Esos son los que han aportado, se han integrado bien y no andan pidiendo todo gratis. En cambio los de la coordinadora nacional de inmigrantes llegan a chile de forma ilegal o como ""turista"" y vienen a exigir derechos los sinvergüenzas.",2021-06-20,1,1,[0.00271643 0.99728357],0.9972835687707292,CHL
1322222427817037824,"@usuario NOO ES XENOFOBIA ES LA REALIDAD. Obviamente no son todos los venezolanos pero un alto número llegó al país a robar, matar, atracar, secuestrar, violar. Reconociendo que ya en Colombia teníamos delincuentes de sobra.",2021-06-29,1,1,[0.00294946 0.99705054],0.9970505438744548,COL
1362810408038502400,"Esta vez digo que no se permita el paso de más inmigrantes. Acá a las justas hay trabajo para nosotros mismos, los venezolanos abarcaron una cantidad regular de trabajo. Suficiente por el momento. PRIMERO PENSEMOS EN NOSOTROS!! Luego será para el resto!",2021-09-08,1,1,[0.00123822 0.99876178],0.9987617810113614,
1327583479463374848,"@usuario @usuario Déjate de defender lo indefendible,  no te das cuenta? Esto no existía hace 5 años atrás. El es el responsable de no haber parado esto en su gobierno. De hecho ahora mismo están entrando cientos de cubanos y venezolanos por el Norte de forma ilegal y el le da todas facilidades",2021-10-16,1,1,[0.14436312 0.85563688],0.8556368756497877,CHL
1300784407398113280,@usuario @usuario @usuario Legalizar a todos los inmigrantes africanos..  Expectativas: Bailes tribales con el Tío Cosa (Primo Eso).  Realidad: Mayores índices de criminalidad.,2021-08-07,1,1,[0.33112412 0.66887588],0.6688758841571476,
1087230494071242752,"Trump aún no ha cumplido ninguna de las tres principales promesas de la campaña: el muro pagado por los mexicanos, el fin del Obamacare y la expulsión de inmigrantes ilegales. Tiene la revalorización de las acciones en el mercado como única medida que se le puede atribuir exclusivamente a su gobierno",2021-08-26,0,0,[0.82286075 0.17713925],0.8228607472382986,
1300088966373408768,"@usuario @usuario Ambar estaria viva,Juan Barrios vivo,Lissette viva,Araucanía contolada y el estallido habría sido más controladoSi tuvieramos Congreso inteligente,piadoso los migrantes  estamos llenos ilegales viven en las calles vagan acampan en los cerros,tomas,quieren traer+🤦‍Tu eres gobierno",2021-10-04,1,1,[0.00111013 0.99888987],0.9988898652509548,CHL
1142551170650689536,@usuario  emoji alto voltaje emoji  emoji alto voltaje emoji  Los chilenos sí  podemos exigirle al @usuario que no se deje intimidar y no ceda ante presiones de ningún tipo; suficientes problemas tenemos ya con los inmigrantes que irresponsablemente dejó entrar sin ningún tipo de control,2021-07-19,1,1,[4.88341808e-04 9.99511658e-01],0.9995116581919028,
1214186352339763200,@usuario Y colombia llevando un fenómeno social complejo. Todos los que interactuó para solicitar un servicio son venezolanos. Y el trabajo para los colombianos??,2021-06-30,1,0,[0.65755912 0.34244088],0.6575591230774634,COL
1360821277464932352,"@usuario @usuario @usuario @usuario @usuario @usuario Si los países que sufren aporofobia al venezolano no hubieran sido tan ""comprensivos"" con el castro chavismo dispendioso, Venezuela no sería molestia.  url",2021-08-24,1,0,[0.95046459 0.04953541],0.9504645877069458,VEN
1311010377229119488,@usuario @usuario @usuario El problema no son los 30 millones.. más de la mitad están arrepentidos. El lío son todas esas INES ficticias y demás trampas electorales que se les ocurran.. y el montón de Inmigrantes admitidos por la frontera sur; seguro les van a dar nacionalidad exprés p/votar por Morena.,2021-08-05,0,0,[0.96111596 0.03888404],0.961115960096984,
1395506869159043072,"@usuario A que tu hijo no es un inmigrante ilegal?? Porque los indocumentados, ni toque de queda, ni mascarillas, ni distancia social: abracitos.",2021-08-31,1,1,[0.08919441 0.91080559],0.9108055917454718,
1222279789165236224,@usuario @usuario @usuario Pues desde el prinsipio no respetaron y los videos ellos son los que tiran piedras. Y pues veremos porque esto de caravanas ya cansa y ni creo que se buena idea seguir con lo del virus coronavirus  es muy riesgoso porque los migrantes no estan en condiciones  limpias,2021-09-02,1,0,[0.98506843 0.01493157],0.98506842759432,
1359163200734961664,"Además, la mayor parte de los migrantes van a pagar en impuestos lo mismo q pagan en impuestos, la mayor parte de los colombianos: IVA en consumo.",2021-11-14,0,1,[0.0748204 0.9251796],0.9251796028200382,COL
1362556473327423488,"@usuario @usuario @usuario Los colombianos usaron el termino ""veneco"" para describir a sus compatriotas que, después de regresar de Venezuela, fingían ser venezolanos emulando nuestro dialecto, vestimenta y costumbres. Era un insulto de colombianos hacia colombianos, y nunca era dirigido a venezolanos.",2021-11-14,0,0,[0.91970146 0.08029854],0.919701456377185,VEN
1299411248682094592,@usuario Y no vinculan inmigración ilegal y ocupación con política de tierra quemada de PODEMOS.? Es Mentira que PODEMOS quiere inmigrantes ilegales y encuentra Logic a a ocupación ilegal?,2021-11-15,1,1,[0.01484129 0.98515871],0.9851587052755272,
1111963210377248768,"@usuario O si claro basta con leer un poco sobre las muertes y crueldad en México, Perú Chile cuando llegaron la alcurnia de la conquista  emoji cara cabreada emoji  emoji cara cabreada emoji  y que luego los inmigrantes se creían dueños de todo y mataron a miles de indígenas .. habló de 1890 en adelante  brutalidad absoluta @usuario",2021-11-15,0,0,[0.98853618 0.01146382],0.9885361783053318,CHL
1110843903916285952,"@usuario Eso es mierda, eso son los inmigrantes que aplaudo , espero no las condenen por violencia innecesaria con el pobre delincuente",2021-11-15,0,0,[0.99406687 0.00593313],0.9940668683409082,
1357706156211380224,"@usuario No confundir con los inmigrantes legales o ilegales, unos pasan ilegalmente y otros ya están legales en el país. Más sin embargo la visa es fundamental y ayuda a disminuir la entrada ilegal",2021-11-15,1,1,[0.16279613 0.83720387],0.8372038726342375,ECU
1258787137203376128,"@usuario @usuario @usuario @usuario @usuario Pero ahí lo sensacionalista es poner fotos de negros cuando en ningún momento se habla ni nada de ellos y no vienen a cuento  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   Estás liando cosas. Ahí te lo compro, están siendo sensacionalistas. Pero no por la palabra inmigrante. Sino por las imágenes.",2021-11-15,0,0,[0.74982924 0.25017076],0.7498292422581285,
1120375002577219584,"Medio Evo pretende q solucionemos problemas a sus compatriotas,problemas q debe solucionar el pagando el costo q esa migracion causa,se explotan entre ellos,no emplean Argentinos,evaden,usurpan,trafican quiere la chancha y la maq de hacer chori,!!",2021-11-15,1,1,[0.10002985 0.89997015],0.8999701519894446,
1346732349619392512,@usuario @usuario @usuario @usuario Justo con la voz del pueblo se matan de habré a millones de venezolanos en el mundo andando como mendigos desterrado por el hambre y la miseria.. Aquí nadie se muere de habré salvó los de la izquierda que todos esperan de papá gobierno.,2021-11-15,0,0,[0.99865536 0.00134464],0.9986553637879908,
1247907369121714176,@usuario Y hay quienes insultan a los venezolanos y ecuatorianos.. Si somos la misma vaina!  emoji cara sonriendo con superioridad emoji,2021-11-15,0,0,[0.9917166 0.0082834],0.9917166003097132,
1351842582427480064,"@usuario @usuario @usuario Seguimos con ese delirio? Había xenofobia y racismo en Venezuela también, en especial hacia los colombianos y peruanos, por cierto. ""Paquete chileno"" no existió de gratis. Hay que aprender de nuestra propia historia y terminar de aprender a ser buen ciudadano, nada de ""desquitar""",2021-11-15,0,0,[0.99200542 0.00799458],0.9920054242124752,
1374454991549734912,"@usuario El último es venezolano, con eso de ""ladilla"". Salen de una dictadura y se vienen a defender otra en Colombia.",2021-11-14,1,1,[0.20029895 0.79970105],0.7997010470527445,COL
1315955802507751424,"Dejar entrar al país a una selección extranjera,para un partido internaciona y no dejar entrar al país a un Grupo de Observadores de DDHH de la  ONU,es típico de una Dictadura  Encubierta,en chile ocultar información ya se hizo costumbre bajo el Gob de S.Piñera..",2021-11-15,0,0,[0.99782928 0.00217072],0.9978292823979792,
1298860626819903488,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario No vi en ningún medio de TV que hablen por ejemplo lo qué pasa en Jujuy nunca respetaron la cuarentena cruzan la Frontera y van a Bolivia,la semana pasada mandaron médicos y enfermeras.O  en Salta yFormosa bolivianos y Paraguayos que vienen a cobrar el IFE  url",2021-11-15,0,1,[0.48497688 0.51502312],0.5150231189605465,
1329067817547796480,"@usuario En cualquier momento identifican al indeseable,  va ser expuesto al escarnio público,  a eso a expuesto la revolución bolivariana con la migración de sus hijos,  el Tirano va tener que pagar con su comunismo salvaje (pobreza, hambre, crímenes, sufrimiento,)",2021-11-15,0,0,[0.99666466 0.00333534],0.9966646563339387,
1161968027816124416,@usuario No manito es una minoría muy pequeña los que salimos a trabajar somos muchos más y gente de bien lo mismo o hasta peor lo vivio venezuela con colombianos fueron a Venezuela a atracar matar y hacer muchas atrocidades pero Venezuela ni los venezolanos metimos a todos los colombiano,2021-11-14,0,1,[0.06076768 0.93923232],0.939232320661876,
1126326665481789440,"@usuario @usuario @usuario Será porque durante el gobierno de AMLO, han sido más los inmigrantes que han entrado al país, a diferencia de los que entraron con Peña Nieto; pero el caso es joder, joder, joder.",2021-11-15,0,0,[0.65244671 0.34755329],0.6524467113928037,
1207627836103823360,"@usuario Aquellos que van en contra de los inmigrantes que llegan en pateras, se aprovechan de ellos. Esta es la hipocresía que existe en este país.",2021-11-15,0,0,[9.99131315e-01 8.68684668e-04],0.999131315332392,
1301535508070367232,"3. En Colombia, Ecuador y Perú se está desarrollando una campaña de odio, de persecución, de desprecio y xenofóbia contra el pueblo de Venezuela. / 3. Agarran a los Venezolanos porque los peruanos no quieren trabajar por lo poco que pagan.",2021-11-15,0,0,[9.99408233e-01 5.91766735e-04],0.999408233264968,
1262716418627383296,@usuario No. Fueron los venezolanos. Venezuela la hicieron muchos inmigrantes y pocos venezolanos y la están destruyendo muchos venezolanos y pocos inmigrantes. ATTACK HATERS vengan de uno en uno..,2021-11-15,1,1,[0.0156275 0.9843725],0.9843725041508,
1166111270573096960,"Eso de exigir visa a los venezolanos es lo más miserable que ha hecho @usuario  No va a solucionar nada, solo va a exponer a un montón de personas en situación de necesidad en manos de tramitadores, coyoteros y delincuentes.",2021-11-15,0,0,[9.99232890e-01 7.67110004e-04],0.9992328899962802,ECU
1360452014216462336,que bolas y que impotencia en venezolano asesinado en Peru.. solo espero vivir lo suficiente para ver como nos cobramos una a una cada cosa que nos han hecho vivir.,2021-11-15,1,0,[0.99890801 0.00109199],0.9989080118225876,VEN
1374522928046370816,"@usuario @usuario Yo no soy para nada pro milicos, pero estos que los aman tanto si quieren se puede cerrar, cómo en muchos otros lugares con fronteras secas o ciudades binacionales con vallado, pasaje embudo y control. Pero ojalá no se haga nunca  emoji cara sonriendo con sudor frío emoji .",2021-11-14,0,0,[0.8534628 0.1465372],0.8534628048993416,
1266880538608111616,@usuario @usuario @usuario @usuario @usuario @usuario Mira come mierda yo vivo en Perú tu No me vas a decir que es lo que le pasó o no a esa gente.. los peruanos aquí tienen madres padres hermanos tíos primos algún familiar que los recoge cuando los sacan del alquiler.. los venezolanos desgraciadamente no tenemos a nadie.,2021-11-14,0,0,[0.98412037 0.01587963],0.9841203748062826,VEN
1366360428771762176,@usuario  emoji pentagrama emoji  A trabajar a trabajar que el bosque hay que cuidar..y dinero producir para financiar políticos pencas y para pagar subsidios para inmigrantes.,2021-11-15,1,1,[0.00231527 0.99768473],0.9976847306463964,
1370851339211841536,"@usuario @usuario Tienen razón. Venezolano que delinque en Colombia tiene que ser castigado severamente. Pero no venga a decir que la delincuencia en Colombia esta desatada por los venezolanos. Acaso el narcotráfico, la guerrilla, el sicariato es nuevo en Colombia??",2021-11-14,0,1,[0.01010568 0.98989432],0.9898943236103448,
1393748118840221696,"@usuario @usuario @usuario Bueno Petare que es el mayor barrio de Venezuela estaba habitado en su mayoría por colombianos según las encuestas, y los campesinos que dejaron las tierras para irse a la capital ¿por qué lo hicieron?¿Si les fue tan mal por qué no se regresaron? tal vez porqué estaban mejor",2021-11-14,0,0,[0.99698752 0.00301248],0.9969875219753505,COL
1194343787201548288,@usuario Hijo de puta recoge a todos los venezolanos de los demás paises ahí también están muriendo de hambre Hisiste que se vuelvan delincuentes Malditoo maduro,2021-11-15,1,0,[0.88378523 0.11621477],0.8837852306581643,
