id,text
1139658342937309952,"@usuario @usuario @usuario @usuario Ese tal Tonatiuh! Más bien fue protector, defensor de migrantes! Toleró todas las caravanas! Aquí en mi pueblo Mapastepec por alojar migrantes paso por encima de los derechos de los que aquí vivimos"
1215573832074789888,"@usuario Es que tu no distingues chile de venezuela. No quieres hacerlo, ni te interesa. Yo contrate un venezolano pobre. Me gustaria que hablaras con el para que aprendas algo"
1170329496408480000,"@usuario @usuario Eres un chiste que se avergüenza de tu apellido paterno (Perez, mas cercano de ser Chileno) y usa su apellido de migrante para sentirse ""Europeo"". Sabias que los decendientes de alemanes somos tecnicamente ""migrantes""??"
1121327312241190016,@usuario @usuario @usuario Porfavor hagan algo ya con esto. Que estan esperando a que el pais colapse? No se han dado cuento como se encuentran los países que han abierto sus fronteras a inmigrantes? No han visto en lo que se a convertido Alemania y Sweeden donde la criminalidad se ha disparado?
1243499418046870016,Cierre de fronteras y mucho autoritarismo. No quiero un pais donde el fin justifica los medios!!
1239153799777880064,"@usuario Joder esto es muy fácil, quieren independencia, no hacen caso, cierre de fronteras y selección natural"
1229263057060189952,@usuario Ojalá vaya algún día a Venezuela donde viven 6 millones de colombianos que prefieren resistir antes que regresar. Esos 6 millones de colombianos también le quitan el trabajo a millones de venezolanos.
1197730244062520064,Apoyaron la migración venezolana y ahora esos mismos crearon bandas de pandillas para saquear los países fronterizos. Que vergüenza.
1113892543543030016,@usuario @usuario @usuario Hay que cerrar nuestra frontera sur!! Ni modo..la ley de supervivencia!!🤷 emoji tono de piel claro emoji ‍
1370540868843760128,Bien echo piñera por fin detendremos la migración ilegal
1366040904650400000,@usuario hay un movimiento que es &quot;Rio de Janeiro es TU país&quot; que el resto de Brasil le pide que se separe y construya un muro gigante en su frontera
1201651592858080000,"POR FAVOR QUE SE LARGUEN TODOS DE UNA BUENA VEZ. TENGAN UN MÍNIMO DE DIGNIDAD Y VÁYANSE A LA MIERDA! NI SUS PROPIAS MADRES CREERÁN MAS EN UDS, LÁRGUENSE DE MI PAÍS, DAN ASCO, REPUGNAN, LOS ODIAAMOSS A TODOS. RENUNCIEN YAA!!"
1099293831676210048,"Pregunta Para Dummies: Si @usuario ordeno al ejército de EEUU disparar contra los migrantes desarmados que pretendieran ingresar a USA, por qué el Dr Maburro no puede ordenar lo mismo para hashtag venezuela ? Es para una tarea."
1318948500458119936,"@usuario Error, no fue la POLITICA DE TRUMP, fue la decisión de sus padres al llevarlos violando las leyes de inmigracion de un país extranjero. No cambien las realidades para desinformación de incautos y contradictores de las normas."
1340509566983940096,@usuario Te falto mencionar lleno de ladrones narcos traficante de inmigrantes roba cuentas de afp apitutados en el estado y tanto de lo que formas parte ! Corrupción
1190638022498409984,cerrar las fronteras!! 2020 es ya!!@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario
1150739613524339968,@usuario @usuario @usuario @usuario : Uds q son abanderados de la caridad por migración venezolana? Por qué no se llevan a estos angelitos a sus casas?
1209014027617220096,"Felicidades ,una vez más, por el programa de ayer y cómo se trató el fenómeno migratorio que tanto afecta a la seguridad nacional. @usuario @usuario hashtag inmigración hashtag seguridad nacional hashtag fronteras hashtag ue hashtag crimen organizado hashtag yihadismo"
1358875691517959936,"@usuario @usuario Te recuerdo q Gye., tiene millones migrantes internos, de costa y sierra, gente que llego a vivir a los cinturones de miseria q rodean a la ciudad, gente q lamentablemente no tiene educación., peor sabe de politica, o tener un criterio, sobre pillo como RC y su banda"
1210773900222589952,@usuario @usuario @usuario Muro de trump pepr incompleto siguen pAsando migrantes drogas y armas
1375665213375140096,@usuario @usuario A eso súmale la llegada de inmigrantes.
1313263628741570048,"""La tierra es de quien la trabaja"", dijo nuestro querido Zapata, así que lo mejor sería que los migrantes que vienen en camino ocupen las carpas de la ignominiosa performance.."
1219253403274089984,"@usuario @usuario ¿El Capitalismo viola? No tiene sentido lo que dices. Compara los datos de violaciones antes de la llegada de inmigrantes durante el hashtag welcomerefugees y después de este, verás que la casualidad queda bastante reducida."
1180956138722020096,"PRESIDENTE TRUMP, CUIDA los IMPUESTOS con diente y muelas, SUSPENDE entrada a EE.UU a INMIGRANTES que NO puedan PAGARAE su SALUD @usuario url"
1354461727434400000,"@usuario Que estas haciendo para que el gobierno Venezolano cumpla con su responsabilidad de mantener a su gente? Venezuela apoyado de Ecuador envía a Venezolanos a Perú donde no hay trabajo ni para nosotros, eso no ayuda a los venezolanos y nos perjudica, apoyar eso es estúpido"
1137353868797330048,"@usuario Es necesario que otro gobierno..los ponga a trabajar por el bien de los mexicanos primero ,después los migrantes"
1357337901399500032,"NORTE: Migración ILEGAL masiva SUR: TERRORISMO CENTRO: PORTONAZOS, Detenciones ciudadanas @usuario con 13% aprobación qué espera para darle atribuciones a @usuario y terminar con el @usuario ? PERDÓN pero de parte de quién está UD? hashtag el peor gobierno de la historia url"
1227520215166149888,"@usuario @usuario @usuario Así como dice usted @usuario alguien miente.. mi percepción es, la inseguridad en Barranquilla es una cosa de locos,la migración incontrolada ha traído tanta violencia, el desempleo la informalidad crecen es solo mirar cada esquina. La salud ni hablar atención pésima. url"
1149421013915949952,Será por los flojos del gobierno mexicano que no hacen su trabajo para detener la migración
1191832440383439872,"Le tengo más miedo a la policía que al narco así que no gracias Trump, por mi que tus militares ni se asomen a la frontera o les ponemos un muro emoji cara con ojos en blanco emoji ."
1274606388971549952,@usuario Que bonito es el buenísmo con los inmigrantes delincuentes
1137571997947480064,"@usuario @usuario Pues pida disculpas y siéntese, porque gran parte de esta situación la tiene AMLO al haber ofrecido trabajo a los migrantes, cuando no puede dárselos a los mexicanos."
1264279522595219968,"@usuario @usuario De hecho, tendrá que hacerlo SÍ O SÍ. Argentina estaba mal antes de la Pandemia, ahora se está hundiendo más, y eso significa migración masiva ootra vez emoji cara haciendo una mueca emoji emoji manos en oración tono de piel claro emoji"
1386795141244009984,"@usuario Es verdad, en ésta vida nada es Gratis, por algún ladito te lo cobran después. Me hizo acordar del vídeo de la Sra Veneca q vivía en Cúcuta, creo q ya se fue, cómo Renegaba, porque acá en Colombia todo lo cobran, Internet, Parábolica, Gas, Luz, Agua, Arriendo y allá No pagaba."
1238133120815239936,Es necesario tomar previsiones @usuario ante un brote masivo de coronavirus. Cierre de fronteras ya! Dejen el patebolismo la vaina es sería @usuario @usuario @usuario
1168190684098190080,"@usuario La mayoría de los Uruguayos no estamos en contra de los inmigrantes.o que si es en contra de los empresarios que se aprovechan y toman solamente extranjeros porque como precisan trabajan doble turno, no se sindicalisan, etc,etc.,,."
1120692709017170048,La inmigración llegó para quedarse. Es parte de la globalización y del siglo XXI. O nos adaptamos como sociedad o le damos cada vez más espacio a la xenofobia y a ese tipo de odiosidades que deberían estar sepultadas hace rato emoji cara sin expresión emoji emoji cara sin expresión emoji .
1262028476426710016,La inmigracion debe ser controlada nos hace falta en Chile. Gasfiters ? No. Medicos especialistas ? Sí. Mano de obra No calificada ? No. Empresarios de vengan a crear fuentes de empleos ? Sí.
1151496295720400000,"La pregunta que muchos nos hacemos es ¿Por qué hay dinero para migrantes y no para los mexicanos? No sólo en el deporte, apoyo en general. url"
1084140051980800000,"Aqui pensando en Trump y las ganas que posee de levantar ese muro. Ahora es cuando.. que se sienta el power mexicano. Salgan de ese país y déjenlos siendo lo que son.. que se den cuenta donde está su riqueza, que no son nada sin los inmigrantes."
1202282229029890048,"@usuario @usuario @usuario A mi lo que me parece curioso es lo de la secta al sacar la información con la nacionalidad, ¿que buscaba? Porque ya sabemos que la secta no saca nunca la nacionalidad de los delincuentes, con el objetivo de no atacar a los ""pobres inmigrantes""."
1123412902680109952,"url pq será que el GobCubano se niega a díalogar con los cubanos que reclamamos un salario justo, el fin de los muros antimigrantes y la extremacensura y exclcuión?? pq será que el gobCubano cierra las puertas a los cubanos"
1179135834353750016,"Lo bueno es que los venezolanos se irán de Perú. Y lo malo, la sra diputada se queda. Es lo realmente bueno. (VIDEO) Diputada xenófoba peruana pide cerrar las fronteras y expulsar a los venezolanos ""malos o buenos"" url"
1191494358194970112,Me quejo de los inmigrantes durante todo el directo y después me llaman racista?!?!?
1362556266451780096,@usuario @usuario @usuario Llévate a los MIGRANTES a tu casa. No Queremos MIGRANTES ilegales
1085974145295399936,@usuario @usuario Es autoatentado!! Encontraron disque pasaportes venezolanos. Para generar más xenofobia!!
1144052483221849984,"Gobierno va por más despidos emoji signo de exclamación emoji La SHCP asegura que los recursos son insuficientes para programas sociales; estiman correr a 5 mil más. Una pregunta, invertir en estudiantes borrachos, inmigrantes y estadios de baseball, es redituable? hashtag amlotraidor mx url"
1334684553168920064,Ya saben por qué tan amables con las caravanas de migrantes y las montones de dinero a El Salvador? Van a llegar miles de personas a hacerse ciudadanos mexicanos. Y saben por quién van a votar?
1268200610115010048,"@usuario @usuario Los venezofachos no son todos los venezolanos, son los que se vinieron a Chile a buscar el oasis que nunca existió, la mayoría de los venezolanos en Chile = Venezofachos"
1347026337870050048,@usuario Jjaja el colmo .. no hay ni para nosotros y este imbécil quiere vacunar hasta a los migrantes .. Porfavor Dios ya llévatelo emoji manos en oración tono de piel claro emoji emoji manos en oración tono de piel claro emoji
1145852381512569984,@usuario Deberían darse una vuelta por todos los clubes (table) o go go dance de la Ciudad de México donde están migrantes ilegales..
1309931367363419904,"@usuario @usuario las fronteras son un problema no hay duda sobre ello, pero para mi ponen en competencia a quien quiera cruzarla tanto como violar la seguridad de su pais e la emigración ilegal de cumplir el sueno americano."
1166737093797799936,"@usuario @usuario @usuario @usuario @usuario Decir la verdad es malo?, decir que un ciudadano colombiano, venezolano, paraguayo robo, asesino los convierte a todos en asesinos?. ""Perú: cifras históricas de desempleo en medio de una estampida migratoria"" url"
1304816494786769920,@usuario @usuario @usuario Cuando un colombiano iba a Venezuela si no tenía sus papeles le tocaba escondersede la guardia venezolana por por que se creian el puta haciendo valer sus reglas pero los venezolanos yegaron a combia y nadie los sacó por el contrario an tenido más ayudas que yo que soy emoji bandera colombia emoji
1140633022229880064,@usuario @usuario Muy tarde empezaron a pedir visa eso debió ser desde el primer día. Además debe cerrar las fronteras nadie debe ingresar es un caos Lima .
1341243893254390016,"No le veo la xenofobia al hecho de no otorgarle vacunas a los migrantes, cada Estado está en la obligación de responder por los suyos."
1320235665506840064,"La indignación de la gente del pro es muy selectiva, les duele q este gobierno traiga a 1 persona (ex presidente y bajo riesgo de vida) pero no los 1600 que trajo el pro como refugiados. url"
1257075234978619904,@usuario @usuario @usuario Verdad que leyendo ciertos comentarios los problemas de los venezolanos en el Perú se reduce a criterios osmelsoucista o miss Venezuela incluido pedicure y manicure. Verdad y con todo respeto el venezolano es bastante superficial y simple incluso para asumir su propia tragedia.
1139573002457229952,Aun no pasa un año de esto y ya se les olvidó.. Ahora si quieren sacar migrantes de Chile.. como dice que dijo. Pa donde calienta el sol
1154739671030739968,"hashtag abajolosmatinales q son títeres de hashtag la moneda para desviar todos sus cagazos hashtag essal y agua negra en hashtag osorno hashtag mañalich y su frase para el bronce x hashtag transplante hashtag desempleo y alza brutal en Gran Stgo hashtag inmigración tapada con 1 dedo o debajo la alfombra Reprobación al Gobierno, etc"
1357357068550889984,"@usuario nos podemos quedar con esa sola frase de kkast desafortunada..pero el trasfondo igual es cierto, si no se regulariza y se establecen limites a la inmigración ilegal, va a haber un colapso en la zona norte, especialmente porque muchos de ellos vienen en precarias condiciones"
1137438802421740032,@usuario @usuario @usuario @usuario Porsupuesto!! Es absurdo pensar en que esto es un acierto!! Nos salvamos!! Pero nada de esto habría sucedido de no ser por la migración indiscriminada permitida e incentivada por nuestro gobierno
1107489364236519936,@usuario Bueno prepare se a recibir 15 millones de venezolanos desplazados.
1311096767207869952,"@usuario Me da terror pensar que esas personas vienen por un motivo, he leído muchos tw de los mismos venezolanos viviendo en chile años, dicen que nada bueno viene de los que exigen entrar al país hoy !"
1199842050193139968,"@usuario @usuario Es un ataque de la Onu globalista..nos salió caro no haber firmado el Pacto Migratorio. Por eso quieren imponer cambio constitución, entre otras cosas para quitarle al ejecutivo la posibilidad de elegir, privilegiar su país y no someterse a la agenda globalista 2030"
1359520653938929920,"Álvaro Bellolio y Ley de Migración: ""Muy felices de terminar una tramitación de casi 8 años"" url a través de @usuario hashtag venezolanos . El frente amplio, PC, PS piden al Tribunal Constitucional bonos para los indocumentados !! Nefastos emoji cara cabreada emoji emoji persona haciendo el gesto de no emoji hay que sacarlos"
1151565133191299968,"@usuario @usuario @usuario No es más que el fruto de las acciones de este gobierno, a la gente no le gustó nada que se les diera dinero a los migrantes, ni que haya carencias en salud mientras se regalan 30M. Además de fomentar el odio entre mexicanos, también se fomentó hacia el migrante centroamericano."
1198943975668879872,"@usuario Porque culpan a otros de las decisiones del gobierno. El señor @usuario le abrió las fronteras, nuestro país no es capaz de cubrir las necesidades básicas de los colombianos, ahora va a ser capaz de cubrir las de los migrantes venezolanos."
1343622342476489984,"@usuario @usuario @usuario El problema SÍ es la inmigración ilegal. Le guste aceptarlo o no. Y además, cual es la ventaja de aprender ese idioma? El inglés es mas global"
1282082983315419904,@usuario @usuario @usuario @usuario @usuario A ver!! El dinero de los inmigrantes!! Pinche Ratona!! No miras que tú Cola cagada hasta da vuelta en la manzana? Ah!! Pero crees q No tenemos memoria? @usuario hashtag ratadel prian url
1156085140101189888,"@usuario no es su calidad de inmigrante, sino las repercusiones de inmigración masiva"
1249354211445349888,@usuario @usuario Piden respeto por los venezolanos que hay aka en Perú cuando la mayoría vino a delinquir para poder tener para las drogas y el alcohol les gusta la vida fácil
1220040265999709952,Guardia Nacional repliega Caravana Migrante 2020 url vía @usuario poca m&amp;$//(-) de esta gente todavía de que los mexicanos les damos alimentos por cómo vienen agraden a nuestras autoridades porque no se quedan en su país y pelean así con su gobierno también
1375244539296900096,"Lanzo como propuesta una Reforma Migratoria Integral que sea un primer paso para establecer unos mecanismos serios de ingreso al país, para la protección de miles de familias Colombianas; NO podemos callarnos ante esa delincuencia Venezolana que nos desangra día tras día."
1310564666050070016,@usuario Pa saber que a esos son los que joden en los puestos de migración emoji cara llorando de risa emoji La gaminería garantiza pasar derecho
1374722740968640000,"@usuario Principalmente de los honorables ""inmigrantes"" colombianos y venezolanos"
1205885707421700096,"@usuario Lo felicito, descubrió el agua tibia. Ud. lleva dos décadas aprox. como concejal de Bogotá, muestre por lo menos un anteproyecto de acuerdo de su autoría con el que se quiera solucionar esta problemática. Ni siquiera analiza que hay casi 1 millón de venezolanos en Bogotá. Ay!"
1139036782824230016,@usuario La 4T quiere obtener dinero a cómo de lugar para mantener a los migrantes
1152813500093360000,"@usuario Completamente de acuerdo. Claro que la inmigración es un aporte pero, como dices, más regulada sino va a ser caldo de cultivo para la extrema derecha. Qué pretende entonces el PC, senador Navarro y otros? Quizás les sirve que surjan liderazgos fascistas. A Chile no."
1359141368405370112,"@usuario @usuario @usuario Total ya existía y seguirá existiendo, pero es un hecho que se ha aumentado muchísimo o va a decir que la mendicidad no aumentó? Los robos el micro tráfico no ha aumentado? Porque la gente no los quiere? La xenofobia se da contra el venezolano de mal no contra el que hace el bien"
1260670402357070080,@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario jaja si si campeon ahora cuentanos una de vaqueros. alla hubieron 125 mil peruanos en su mejor momento de los cuales no quedan ni la sexta parte. aqui los venezolanos ya superan el millon
1266442842311930112,@usuario @usuario En serio? Y los q cruzan las fronteras todos los dias? Somos nosotros culpables?
1359221009786800128,"Es injusto, el gobierno quiere favorecer a 1. 7 millones de venezolanos. Acá no tenemos sistema de salud, hay 4millones de desempleados. Maldito Duque. Maduro amo y señor de Venezuela esta feliz de la estupidez de IVÁN Duque,"
1221577394030569984,"@usuario @usuario la mayoría que han tirado la comida fueron los hondureños los del SALVADOR Y GUATEMALA no se les a visto eso, a lo mejor son mas acomplejados"
1161441384919970048,"@usuario erickchba2 @usuario Pero muchos de los militantes progresistas en los medios de comunicación o la academia ahora están defendiendo a los &quot;inmigrantes indocumentados&quot;. No hay &quot;indocumentados&quot;, son ilegales."
1113305032995340032,¿No que no iba a endeudar a México? Pero ahí lo tienen ofreciendo trabajo y dinero a migrantes. hashtag opcmx
1355250287339059968,@usuario Después de que Ud y su partido prácticamente obligaron a ppk a recibir a los venezolanos y hasta llegaron a la huachafada de izar la bandera venezolana en el partido aprista vienen ahora a pretender que nos olvidemos de eso?
1175943809299030016,Sí es cierto que Perú muchos odian a los venezolanos pero estos también se han ganado el odio de muchos por sus actitudes o acciones que Venezuela sea tierra de nada no quiere decir que los demás países lo sean emoji cara con ojos en blanco emoji
1359163454171529984,@usuario @usuario emoji alto voltaje emoji emoji alto voltaje emoji Chiste o burla? En un par de días solo a Colchane han ingresado alrededor de 1.800 migrantes. Quieren hacernos creer que los otros miles vienen con papeles en regla y contrato de trabajo? @usuario @usuario @usuario
1357080129432859904,"@usuario En Formosa solo votan los paraguayos q cruzan las fronteras por los planes sociales, no votan formoseños"
1279422835614799872,El pastizal que se han llevado las ONG que han trasladado inmigrantes ilegales contagiados por Coronavirus durante el Estado de Alarma url
1137582113178259968,"@usuario Me parece lo mejor para la integridad de la relación política y comercial entre ambos países, la inmigración ilegal y descontrolada es un problema."
1123232837568739968,"@usuario @usuario @usuario @usuario @usuario @usuario Por ejemplo, en el tema de las violaciones grupales si que tengo datos a mano -de lo otro tendría que buscar-, y un 50%, con un 22% de magrebies, serían inmigrantes, o sea, que un 10% más o menos de la población estaría cometiendo un 50% de las agresiones url"
1270509512223579904,@usuario Un día un VENEZOLANO me asaltó en mi país y otro amigo de ese ladrón me dijo que me acostumbre ya que SIEMPRE me iban a asaltar en mi país pues habían venido a eso. Yo nunca le creí a ese par de delincuentes y hoy en día aprecio mucho a los inmigrantes y sé que son gente de bien.
1163958312322439936,"Algo le aprendieron a Chávez, que cedulaba en Cúcuta y Maicao, al igual que a los Colombianos migrantes en situación económica deficitaria en el interior del país. Eso de no volvernos como Venezuela realmente tuvo el efecto contrario, las similitudes son casi innumerables Chamo."
1178722839110789888,@usuario Maldito régimen uds no pueden ni emitir una palabra x su culpa estamos en esta debacle sin luz gasolina agua etc son una calamidad un desastre una maldición..coño váyanse dejemos vivir en pazz!!El interior del país clama por justicia
1359704437539950080,@usuario Ellos tiene bastante espacio para recibir inmigrantes!! tendríamos que decirles que serán recibidos con los brazos abiertos
1144267128603859968,"LAS OLIGARQUIAS Y ANTINACIONALISTA PITIYANKIS,,MAS APROVECHADORES DE LA VIDA FACIL,,COMO UNION EUROPEA,,EEUU,,ISRAEL,,MAS LOS QUE VIVEN EN VENEZUELA,,COMERCIANTES Y MIGRANTES,,BACHAQUEROS Y LAVA$$,,TUMBAN GOBIERNOS PARA PODER ELIMINAR LA CONSTITUCION Y ROBAR LIBREMENTE,,."
1245938019523160064,"@usuario @usuario El problema de los venezolanos es problema de Venezuela, los colombiano ya han sido muy generosos, amables y buenos pero ni a un bogotano pobre, la alcaldía le ha dado tanto como a un venezolano. Una cosa es ayudar y otra es mantener."
1106567317822099968,"la punta del iceberg de INMIGRANTES llega a la frontera de tamaulipas con texas centros de retención en texas rebasados por la cantidad de personas arrestadas , mientras tanto la frontera sur de méxico abierta al paso de TODO el mundo"
1137034925696150016,"Senadora estas segura que estas personas no trafican, o tienen beneficios personales para promover el supuesto derecho de migrantes, ahora y el derecho de un país? de los ciudadanos a vivir en paz. El derecho de ellos llega justo hasta donde llegan lo de los ciudadanos de un país"
1355204091081860096,"@usuario La progresía comunistoide daña la psiquis del individuo, lo adoctrina de tal manera que lo convierte en un virus, luegoblo hace huir de su país para infectar los paises vecinos, obvio que hay gente buena entre ellos, pero una buena parte de los migrantes son usados como arma."
1361427681091470080,"@usuario De ahi, estamos a un paso de que la ONU se instale en la frontera, para hacerse cargo de los inmigrantes con potestad de Bachelet..uff"
1154620490394360064,Directo al Desastre: FUERTE DESEMPLEO por Inmigración Descontrolada url vía @usuario hashtag noala nueva leyde inmigración Marcha el 11 de agosto a las 11A.M. Plaza Italia.Regiones Plaza de Armas.
1357097028183059968,@usuario Exigiendo VISA y PCR al ingreso se frena la inmigración No cumple: multa o carcel
1166902961387290112,"Jamás me sentí tan humillado, al ver a mis hashtag compatriotas en semejante acto por parte de un país que denigra y detesta a los hashtag venezolanos en hashtag ecuador la cuna de la hashtag xenofobia alimentada por su presidente !! todo gracias al hashtag bloqueo que nos hace salir de nuestra hashtag patria grande url"
1276234403400809984,"La diaspora venezolana lanzo al mundo.. muchos de los mejores profesionales, de los mas preparados.. Pero al final tambien se fueron los delincuentes, los flojos. Esos que estan robando y matando y mal poniendo a los miles de otros Venezolanos en los países de acogida."
1159544169133690112,"@usuario @usuario No van a crear politicas públicas de control ni de deportación si esta metida la ONU. Porque esta organización prohibe la expulsión de ilegales y delincuentes, hasta ese punto estan llegando Por eso es esta marcha Es contra d las leyes migratorias de fronteras abiertas de la ONU"
1093137356549440000,@usuario Lo único que pondrá control es la construcción del Muro en la frontera
1320517978262279936,"Ya es preocupante.!! Y encima, se viene un feriado largo, que en las fronteras con Brasil será un hecho muy peligroso para nuestro país, con la llegada de más turistas que nunca, hacia los Free Shopp. Qué esperan las autoridades, para limitar o frenar esa posible avalancha ? url"
1130375803521459968,@usuario Que me importa tu partido Morena o la de sinvergüenzas traidores ustedes regalan la soberanía de México a la ONU no al pacto migratorio fuera de Puebla.@usuario No con Morena @usuario
1195533575736750080,"@usuario Se necesita ser muy estúpido pensar que los venezolanos vienen a colaborar con la movilización, ellos son afectos al gobierno suyo martuchis."
1119796223198669952,@usuario @usuario @usuario Por Dios no más tapadera a esta 5aT AMLO entregó México a los Inmigrantes a cambio de perpetuarse en el poder- AMLO apoya narcotráfico y criminales el mismo dijo no serán perseguidos- AMLO es indigno de representar a México hashtag amlorenuncia hashtag amlo renuncia -esto firmó este dictador emoji dorso de mano con índice hacia abajo emoji url
1185629943268559872,"¿O sea que ahora los venezolanos en Chile y los venezolanos que no han salido de Venezuela, los mismos que no pudieron contra 20 años de chavismo, quieren explicarle a los chilenos qué está bien y mal, cómo se debe protestar y cuáles son los derechos humanos? Qué gentecita, mano."
1341190094389199872,@usuario Vaya a Estados Unidos ilegal a un hospital a ver si no le mandan migración.. dejen la estupidez
1084586378502070016,"Si eso llegare a la Presidencia, habría que cerrar esto y botar la llave. Sería peor que Danilo y no soportaría presión internacional que tenemos sobre tema migratorio y de nacionalidad."
1150880056157330048,"@usuario @usuario @usuario Problemas de cesantía, congelamiento d los salarios son por culpa de venezolanos q cobran lo q sea en lo q sea. Salud,transporte y vivienda ya era un problema,con 1millon y medio d inmigrantes es insostenible.Pero venir a exigir a Chile es lo q los condeno a q no sean bienvenidos"
1354428707352489984,"@usuario Por cierto, creo que ha metido Ud. la pata a base de bien. Ese tipo de perfiles no es muy suyo denunciarlos. Inmigrante (probablemente ilegal) procedente de Gambia y también probablemente delincuente habitual. ¿No relee un poco las noticias?"
1353023039827569920,Hablamos de terrorismo y el gobierno habla de mascarillas Hablamos de incendios intencionales y el gobierno habla de fiestas clandestinas Hablamos de inmigración ilegal y el gobierno habla de cuarentenas Mientras más hablamos nos damos cuenta de la gran desconexión del gobierno!
1163636881751460096,@usuario De donde será su papá ?? Seguro indio de tiarras uruguayas no era mm. Creo que extranjero; uno de tantos inmigrantes que llego a nuestro pais . Que vergüenza sr novik se caga en su pasado
1137399425385549952,"@usuario @usuario @usuario Nuestra gente sin trabajo ni dinero, pero el gobierno muy chingon para apoyar a los migrantes"
1135306811072889984,"@usuario ERES TARADO, DILE A OSC QUE YA NO DEN VISAS HUMANITARIAS EN LA FRONTERA SUR, Y QUE COMIENCEN DEPORTACIONES MASIVAS; O TAMBIÉN ES INÚTIL COMO TÚ?"
1216152138688199936,"@usuario @usuario @usuario El gobierno entregó el mando a la agenda 20-30 de la ONU ya no tenemos gobierno propio. Bachelet dejó todo amarrado de antes. Nos llenó de inmigrantes, hizo convenio con ONU y se fue a su cargo actual. Esto no es ni la punta del iceberg todavía. Las FFAA no quieren actuar"
1096153147041549952,"@usuario A la población: 63% de 6.948 casos son 4.377, lo que representa un 0.018% de la población de Chilenos (Censo), el restante 37% (2.571) representa un 0.23% de la población migrante (Ubilla) osea la probabilidad de que un migrante tenga VIH es 10 veces mayor a la de un Chileno."
1087561788793619968,"*Ayudaria a la carabana inmigrante pero para que se vaya mas rapido -Pero eso no seria ayuda, sino compensación *Le estas dando sentimentalismo, seguiria siendo ayuda -La ayuda es altruista Y ya sabran como termino todo"
1079947457834899968,"@usuario @usuario El famoso pacto migratorio no contiene ninguna obligación para los migrantes,sólo que muchos derechos. Así como ud privatizó medio chile. El presidente tiene todo el derecho a no firmar."
1176880257317489920,"Esta división artificial de México, por la vía del Presupuesto Federal, crea condiciones de miseria en amplias zonas de nuestro Territorio Nacional:, ocasionando abandono, migración, delincuencia, crimen, ingobernabilidad, depreciación de los bienes privados.."
1197963176140310016,Se veía venir con tanta pobreza en cada calle del país. hashtag paro nacional hashtag paro21 noviembre y la reforma migratoria? @usuario hashtag colombia tiene dignidad.
1324861870180869888,"@usuario Hay alguna prueba, imagen o detenidos tras un ingreso ilegal al país, por que es muy grave que se infiltren grupos extranjeros a desestabilizar un gobierno y no pase nada o solo son estupideces dignas de desquiciados."
1245734270968169984,"@usuario @usuario @usuario Urgente deben impedir el PASE DE LOS ECUATORIANOS AL PERÚ,ESTAMOS EN PELIGRO DE CONTAGIO."
