_id,label,a_code,text
1468369085738012672,crimen,CHL,en la franja de dicen que hay trafico de organos por parte de migrantes. hay pruebas de eso ?
1220359335357898752,crimen,SLV,"las caravanas de migrantes son parte de un esquema de trafico humano, organizado por grupos criminales."
1487875823994499073,crimen,CHL,"los migrantes representan el 17% de la poblacion en tarapaca, pero son responsables del 30% de los delitos. asi que si existe una relacion entre migracion y delincuencia. que los datos no le gusten a este buenista culiao es otra cosa."
1486151648439377922,crimen,COL,"dejemos de proteger a estos aprovechados, hay que sacarlos de colombia, ya estoy de tanto venezolano que no hace nada parados en las esquinas mendigando o robando. fuera de aqui"
1296201303341891585,crimen,,"la caja de la solidaridad de ya sabemos para que sirve: okupas,inmigrantes, delincuencia organizada"
1283591527902646274,crimen,CHL,"en otras palabra si del 100% de la poblacion chilena, incluyendo a grupos que no delinquen, delinquen mas que el % de migrantes estando ellos en edad de delinquir .. es que delinquen proporcionalmente aun menos que si solo lo comparamos con chilenos jovenes y urbanos.."
1488236335110361088,crimen,,"los que llegaron a venezuela entraron por donde correspondia, no como aca que entran ilegal y no respetan nada y a nadie, robando lo poco y nada que tiene la gente aimara, la mayoria de la tercera edad.. verguenza deberia de darles defender a delincuentes"
1311594902883577857,crimen,,siguen los haitianos cometiendo crimines y delitos.. deportacion masiva y organizada de todos los haitianos y construccion del muro en la frontera es la unica solucion con haiti.
1434208273838845954,crimen,,"en esq pte juarez y mario colin, en estos 2 anos y 9 meses hemos reportado gritos, golpizas, droga agresiones vecinos a autos, y solo una vez han venido a retirar a limpiaparabrisas k hoy unidos con los migrantes esta + insegura la esq"
1262035361922002945,crimen,,"la investigacion de la unodc sobre la trata de seres humanos revela que la privacion de libertad por extorsion, abuso, violencia &amp; trata que afecta a los refugiados &amp; migrantes varados en ruta puede aumentar debido a la pandemia covid19. end human trafficking"
1219060980090646530,crimen,COL,controles migratorios. haga respetar este pais de tanto delincuente venezolano que sigue ingresando
1082816898167762944,crimen,,"cuando no se puede ser mas de libro y frente a la crisis el problema son los inmigrantes: la ministra de seguridad dijo que hubo un ""importante"" aumento de extranjeros en las carceles pero el numero de detenidos que no son argentinos se mantiene constante desde 2002 (segun p12)"
1440016585691914244,crimen,,?estos contaran para como inmigrantes y delincuentes?
1241555757998497794,crimen,,"claramente no son suizos ni austriacos, cual es el miedo a decir que son venezolanos?, si, esos mismos q han sido acogidos por colombia proporcionando mas de lo q podemos ofrecer?, carcel para estos ladrones o que los deporten a su hermoso pais!!"
1094446766215389185,crimen,,"es demasiado triste el maltrato a ese joven y a todos los presos por la causa que sea, en la nueva venezuela no se puede permitir que haya hacinamiento e insalubridad en las carceles, que no es nuevo sino que empeoro estos 20 anos."
1326221784597803021,crimen,COL,priorizar a los delincuentes de procedencia venezolana antes que a los colombianos no es discriminacion.
1370200193996558340,crimen,CHL,mm .. ves? los q reclamamos x la lacra venezolana en chile no somos ni fachos ni racistas .. tenemos dos dedos d frente .. te lo dije maestros del engano
1218352186251513857,crimen,,tendria q cumplir las condenas realmente y sin ningun beneficio. a los extranjeros tendrian q enviar los a sus paises y prohibirle el ingreso a la argentina de por vida. y talvez ya no sea necesario construir tantas carceles
1083281643488583681,crimen,COL,lo que 7 estadisticas nos dicen sobre inmigracion y crimen en ee.uu. por
1132682807954817025,crimen,,"estuvo absolutamente informado del trafico de inmigrantes y no hizo nada. ?participaba del negocio?, ?a quienes cubria y porque?"
1199907497915666432,crimen,ECU,tiene traza de venezolano el delincuente
1362930686378803202,crimen,PER,un venezolano hablando de delincuentes? jaja
1182349245871005697,crimen,VEN,"venezolanos en ecuador no roben, no saqueen ni destruyan el pais que les da de comer, ayuden a sus vecinos que son la unica familia que tienen cerca por ahora!"
1225101138955030534,crimen,MEX,"no, a la inmigracion ilegal y fuera los inmigrantes delincuentes."
1372516614269177856,crimen,,"el tema es con todas esas bandas de sicarios venezolanos que inundan este momento colombia,autorizados por duque, empenado en crear caos,y que el es la salvacion nacional,que doble,"
1441883514945765376,crimen,,"ladrones que roban millones, al erario para privatizarlo en sus bolsillos. y son ""grandes senorones"" viviendo a sus anchas..mientras que los colombianos sobrevivimos. aqui en colombia no falta dinero..sobran ladrones."
1486159578177888258,crimen,,"delincuentes hay de todas las nacionalidades y todos deben pagar por sus delitos, pero generalizar no esta bien, no todos los venezolanos somos delincuentes."
1357706906597527553,crimen,,"y ""trafico"" entre comillas para sacar en claro que fue una teoria respecto al porque entran migrantes ""ilegales"". como la odio."
1322375621650112512,crimen,COL,"a pesar de los comentarios progre.. no es xenofobia.. en el 2020 96,8% de capturas de extranjeros.. son venezolanos.. es percepcion de la ciudadania pero respaldada en cifras de la policia nacional.. las cifras no mienten y los muertos tampoco!"
1419842475578085377,crimen,VEN,arrestados 286 sospechosos de traficar con migrantes en operacion de interpol emoji internacionales emoji
1164726857721405442,crimen,,a aumentar la delincuencia si nuevo leon crece un 70 por ciente de gente de otro estados de otro paises y gente que se contrata igual de otros estados y paises por la globalizacion mas lo mas nuevo de la migracion centroamericana si no arreglas lo administrativo.
1448741513421279242,crimen,,"si definitivamente, obrador deja pasar al narco y explota y maltrata a inmigrantes, pero biden cree que es buena idea que obrador ponga a la policia."
1482326821911805953,crimen,,"de la nacionalidad, amigo. si en las noticias saliesen todas las noticias de delitos de parte de inmigrantes, se caeria la estafa piramidal que tiene el gobierno actual para justificar el robo que estan cometiendo con los espanoles."
1361283613975863298,crimen,,"venezolanos delincuentes fuera del peru, general urresti ,usted es el indicado para sacar a estas lactas del peru"
1323159819365343232,crimen,ARG,en gran parte es porque muchos de los inmigrantes ilegales que llegan a usa son gente que llevan droga y aumentan el narcotrafico en el pais.
1354850218982985728,crimen,,"y con los transportistas no pasa nada? confisquen sus bienes por trafico de migrantes, a ver si repiten el plato!"
1354447716529614853,crimen,,sra alcaldesa ponga orden venezolanos todos los dias peleandose con cuhillos en el parque centenario no le hacen caso a los metropolitanos ya deportelos son delincuentes
1371517550148866049,crimen,,lastimosamente el tiro fue en una pierna y no en la cabeza como debe de ser. fuera venecos ratas de colombia
1187073506753875971,crimen,PER,"aqui el unico culpable es el estado, por dejar entrar a los extranjeros sin revisar correctamente su historial policial. hay mucha gente venezolana buena y chamba que se ve afectada por delincuentes que cruzaron la frontera como si nada."
1175858417321304066,crimen,,"asociadas. - apoyais el negocio de la inmigracion ilegal, con la delincuencia en forma de violaciones, agresiones, robos y asesinatos, inseguridad en resumen que eso conlleva. eso aparte de todo el dinero de los contribuyentes que les regalais. - apoyais el negocio del ""cambio"
1404584203652567042,crimen,,"abogados inescrupulosos y estafadores prometen la residencia legal de forma facil y rapida, pero los inmigrantes no saben que el riesgo de deportacion es parte del proceso."
1439255724656402432,crimen,,como seria venezuela hoy dia si no hubiera caido en manos de estos delincuentes??
1209624528638357506,crimen,URY,"una vez mas, aplicar la ley para defender los derechos existentes en la constitucion y en el codigo penal parece que a muchos no les gusta. parece que ser migrante habilitara en este pais a vulnerar el 7 de la constitucion y el.354 del cp. por suerte quedan fiscales para la ley !"
1486285126979895297,crimen,CHL,que estupidez estas hablando wn ignorante avalando delincuentes venezolanos y cobardes que se pasan por la raja las leyes y el respeto en nuestro pais
1320533200377155584,crimen,,umm ya no se puede confiar en los venezolanos llegaron y parece que soltaron a todos los delincuentes y los mandaron para esta polombia que esta en la inmunda y son los caos que se ven a diario y por todo lado
1138881199538147331,crimen,,"si te refieres a quienes opinan que todo lo que huela a extranjero es negativo, estoy de acuerdo. pero si tratas de ""ultranacionalista"" a quienes no temen decir que algunos migrantes son delincuentes y a ellos se les debe controlar, el problema eres tu, reduccionismo nuevamente"
1219995114954805249,crimen,MEX,"ademas de ser unos parasitos y delincuentes, una carga para los mexicanos, son delicaditos, quieren comida gurmet!! ?no les gusta? regresense a su pais, a nosotros no nos gusta que esten aca!! fuera los migrantes de mexico!!"
1287828159342301184,crimen,ARG,"?la verdad? no se. nunca vi, tal vez funciona igual que los migrantes ilegales, ropa de contrabando, electronica, etc. preguntale a eeuu como le entran por todos lados con los famosos ""coyotes"" del desierto.-"
1450687440776273922,crimen,,"ese que senalas es precisamente el problema de hacer politicas identitarias, crean grupos enfrentados. efectivamente es mas probable que un inmigrante sea pobre, y mas probable que un pobre delinca. pero deberiamos tener un marco legal homogeneo, mi critica va en ese sentido."
1178300447792259072,crimen,,en el ecuador un venezolano mato a un taxista .lo mandaron preso que le hicieron en la carcel la pago le cobraron doble
1324909674555203585,crimen,,asi es tenemos un presidente de carton nos tiene chile destruido lleno de inmigrantes narcos terroristas delincuentes fuera onu de chile basta este nos vendio a quien le pregunto farsante de mierda politicos corruptos vayanse todos rechazodesalida
1358044245903474688,crimen,,"me preocupa la tendencia a generalizar y colectivizar tanto. ni ""los hombres"" ni ""los inmigrantes"" son delincuentes. delincuentes son las personas (concretas) que delinquen. es necesario encontrar soluciones efectivas contra la delincuencia, pero esta no es una."
1234543313052631040,crimen,,"si que pesar vienen a matar, robar y mendigar como no vamos a ser lindos con esos honorables migrantes"
1162769742337363970,crimen,,"la delincuencia ya era un problema serio en ec. pero con el ingreso de extranjeros entre ellos tambien se filtran algunos delincuentes, la mayoria son buenos, pero unos cuantos vinieron a agravar la crisis delincuencial, ahora se vuelve mas inmanejable la situacion."
1370910411927732228,crimen,,"pero por supuesto que lo van a mandar a venezuela! da una vuelta y regresa mas fortalecido . terrible lo que esta pasando , no es porque sea venezolano, es porque es un delincuente frio y capaz de lo que sea!"
1311158666461093888,crimen,,"si a la gente que se gana la vida en las calles con su carretilla este venezolano forsyth manda a sus matones a robar, imaginense que va ser de nuestro peru si llegara a la presidencia, no queremos a una lacra que abusa de la gente mas pobre que lo unico que hace es sobrevivir."
1184444781440704512,crimen,,esos panas debemos tener todos. no delincuentes venezolanos pagados para infiltrarse a destruir nuestra ciudad
1428720450696253440,crimen,CHL,"trafico de personas: se logro desbaratar a organizacion criminal con funciones especificas de coordinacion, traslado, alojamiento y falsificacion de documentos sanitarios, para facilitar el ingreso de extranjeros al pais. tarapaca iquique alto hospicio"
1422294130319757339,crimen,MEX,detienen a presunto traficante de migrantes en ciudad juarez
1341481250780028931,crimen,MEX,hace 20 anos fui a este pueblo de venezuela y el decir era que los colombianos eran maleantes y de cuanto invnvento ahora los verdaderos delincuentes que vienen de venezuela yduque cierre frontera que entren los buenos
1083050645408673792,crimen,,"q viole quien viole sea de la nacionalidad q sea ha de hacerse publico ya q la justicia es igual para todos sea de la raza q sea,religion y sexo,es facil de entender..si son inmigrantes no tiene q ocultarse,aqui tratos de favor a nadie son delincuentes de violencia machista"
1325841058547326979,crimen,COL,"necesitamos que los venezolanos requieran visa tanto para ingreso de nuevos inmigrantes como para la permanencia de los que ya estan dentro, necesitamos regulaciones, proteger nuestro pais de tanto delincuente como lo hacen paises como usa"
1266431216951140354,crimen,,"aseguremosnos mejor que no ingresen plagas de inmigrantes indocumentados y marginales, aseguremos que el politico sea menos y mas profesional, que la familia no robe ni su nuera, por ahi comencemos, el cojo no puede perseguir al ladron, se entiende me imagino.."
1311134713034219521,crimen,,"trump ha dicho que los inmigrantes ""traen delitos"",como tu comprenderas, pese a que las estadisticas y estudios han demostrado que la tasa de crimenes entre inmigrantes es inferior a la que existe entre nativos estadounidenses."
1082822549854142466,crimen,MEX,"mentira: las drogas no entran a estados unidos a traves de inmigrantes, sino a traves de lineas de distribucion bien establecidas y organizadas"
1396236368922267648,crimen,,"el problema no son tanto los chorizos si no la justicia, delito+impunidad es una mezcla degradante, los migrantes hacen lo que pueden para mejorar su condiciones de vida, nosotros en su lugar hariamos exactamente lo mismo"
1388423156185108482,crimen,,"claro, claro, solo los socialistas, y si hay un socialista que pudiera hacerlo bien como allende en chile, damos un golpe de estado y lo asesinamos. tu eres gilipollas y no te has enterado de que va esto. la inmigracion la generan guerrillas financiadas por interes de capitales."
1436411483831816193,crimen,,si delincuentes paguen el dano que han hecho a todos los venezolanos
1358494231661342721,crimen,CHL,falto decir que trafica con inmigrantes comunisras y terroristas!! inmigrantes o inmugrientos?
1372538344933105667,crimen,,"con tanto portonazos, delincuentes que hacen lo que quieren, robos, inmigrantes que se meten a destajo como si fuera el paraiso. paren el leseo"
1265778388524052483,crimen,,inmigracion criminal sin control en el pais.
1138667935080357888,crimen,MEX,"me consta.. pero en fin, defiendan a delincuentes disfrazados de defensores de dh. cuando estemos metidos en problemas mas serios por sus acarreos masivos de migrantes espero sean conscientes de que fueron parte del problema."
1443351997156052995,crimen,CHL,estan entrando los delincuentes venezolanos mas peligrosos. solo hoy entraron 300 por colchane y los esperan buses para ser trasladados principalmente a stgo donde seran dejados para hacer la pega q se les encomendo. cuiden sus casas y sus familias. boric candidato del pc
1486205759486664706,crimen,,"para mi ha sido una linda experiencia compartir con venezolanos. el tema es otro, los delincuentes que no son venezolanos, son delincuentes venezolanos"
1287734848631775259,crimen,VEN,porque este delincuente odia tanto a los venezolanos?? no importa si te vas o te quedas el proposito es destruirlo..
1325367041658920960,crimen,,"george w bush decia algo del mismo calibre: ""muchas de nuestras importaciones vienen de ultramar"". : ""no es la nacionalidad la que explica el incremento de inmigrantes en criminalidad"" debe ser el caracter."
1359632993980190722,crimen,,"por mks como ustedes es que esta ciudad esta vuelta mierda, llena de delincuentes, bandidos, ventas ambulantes, limpia vidrios, drogadictos, mendigos y venezolanos, todos haciendo lo que se le da la gana, y esperando que salgan payasos como ustedes a entorpecer la labor policia."
1476030668870017029,crimen,,"que horror y por que protegen a un delincuente y quien lo protege, es muy grave lo que hizo el venezolano!! no puedo creer que lo protejan, es una verguenza, cuelquier extranjero hace lo que quiere, no puede ser. como no va a haber alguna autoridad que piense."
1204086219073884160,crimen,,"el tweet principal es: las mujeres tienen miedo de entrar la noche solas a casa, y tu hablas de inmigrantes delincuentes que deberian expulsar.. yo creo que el problema lo tienes tu"
1370512444825698304,crimen,COL,aqui los nos asesinas no apunalan nos roban y nadie puede decir nada porque son los pobrecitos migrantes..
1181943915273998336,crimen,,"la mayoria de venezolanos que se ve por aqui son una tarea de vagos, oportunistas, vivarachos, y delincuentes, lo digo por experiencia propia."
1421436370296483844,crimen,,"aqui no se trata si son delincuentes o no,todos somos testigos d su modo d actuar,lo correcto es q los mugrantes dbn tener sus papeles al dia,basta d indocumenrados!el migrante q quiere trabajar honestamente bienvenido!"
1289305531983646720,crimen,,maldita basura venezolana!. pena de muerte para estos delincuentes.
1369990751908737034,crimen,,en colombia tenemos tantos delincuentes de todo tipo.. pero es inevitable sentir que los venezolanos que delinquen son especialmente sanguinarios. no les tiembla la mano! da miedo
1122281826943426561,crimen,VEN,"esta dictadura les abrio las fronteras de venezuela a la guerrilla colombiana y armo a los colectivos que son los mismos malandros, solo en socialismo los malandros mandan mas que los cuerpos de seguridad.."
1416778810842828809,crimen,,"pero lo que si estamos claros es que el tema de inmigracion tienen que tocarla, al igual que la delincuencia y el narcotrafico."
1218264201862533121,crimen,,"que tristeza, aun sigue llegando mas venezolano a colombia cuando la situacion no esta bien ni para el colombiano, unica opcion, delinquir."
